Rating,Review
positive,"A great Ravioli dough recipe that was very easy and very yummy.The dough was very easy to work with and formed raviolis nicely.However, I used a filling recipe similar to what one of the previous reviewers mentioned: I mixed a boiled, shredded chicken with an egg, parmesan cheese, italian seasoning and some cheddar cheese. The only problem that I encountered was that I did not roll the dough thin enough and did not fill the pockets enough which left air pockets in the ravioli.Next time I will make sure I roll it thin enough and fill it properly.Served it with Kittencal's Marinara Pasta Sauce (Vegetarian) Recipe#136292."
positive,Pot Roast/Pot Belly...I'm thinking something's synonymous in there for me.Made for Everyday Is A Holiday.
positive,"Delicious! I didn't have any ginger so used some 5 spice powder -- didn't measure but about 1 tsp or so. I didn't freeze the chicken, just marinated it for half a day in the fridge. Thanks for sharing this keeper!"
neutral,I thought these would be great-I love lime.Found them to be a little bland in the end.I was trying to doctor them up with more flavor before putting them on the table.I will not be making these again.
neutral,I guess that I was expecting stellar due to the reviews but it was nothing super special.Edible but won't be part of our regular rotation.
neutral,"These were just OK.Not anything wrong with them, just not amazing."
neutral,"I made these for a potluck, they were good but I was expecting more."
neutral,"My rice didn't turn out so hot. It was mushy (maybe my fault) but my real issue was it was the brightest neon orange color - it looked like it would glow in the dark - not visually appealing at all. However, DH's father is from Mexico and he threw it in a skillet and fried it until it had a dark, crisp crust - like a rice patty. The flavor was good and we ate most of it but I don't know if I will try this one again. Sorry."
neutral,"That's cute, the title and the torte is delicous too.I served it with pico de Gallo on top"
neutral,I thought that this was just ok.I just started on weight watchers so I'm getting used to trying new things.But of couse I did do a boo boo.I accidently used tablespoons instead of teaspoons of the lemon juice.Thank goodness that I at least like lemon juice.I bet it will be better next time if I used less LJ.
neutral,"This was fine.Not great, not bad, just fine.They taste like a traditional fat free chocolate cake.Kind of spongy and not a ton of flavor, but the kids like it and I love the nutritionals."
neutral,"This a basic good recipe, to spice it up a little I used Jimmy Dean Hot sausage and sharp cheddar cheese and just a dash of garlic. Try it."
neutral,"This was tasty, but I found myself wanting some tomato in there, too... maybe a 1/2 cup of chunky tomato sauce spread over the bottom before adding the filling. The dough is VERY wet and shaggy and hard to work with - it sticks to everything. The rising time is short because of the massive amount of yeast (1.25 oz = about 4 packets worth); it might be better with one packet of yeast and a couple hours for the first rise; slower rises have more time for flavor development. I didn't have a 10"" springform, so I used a 9"" cake pan. This led to two problems: I couldn't fit all the filling in, and the bottom stuck to the pan and tore when I was trying to remove it, despite greasing and applying cornmeal to the pan. Even though the outside stuck to the pan, the center of the base on the inside was still wet and doughy. I enjoyed the flavors, though, and might play with it to make it work better. Made for Pick-A-Chef Fall 2009."
neutral,Stephanie...I am not sure these are the cookies for my family.I found them very sweet and they bake out pretty flat.Your instructions do not include for adding the brown and white sugars so I creamed it together with the egg mixture before adding the flour.1/2 cup of chips is definitely not a lot for these cookies either - I had many with no chips at all.It is a good thought to lighten them up but I think it just changes what I think is a chocolate chip cookie.Made for PAC Fall 2009
neutral,"This was incredibly rich for enchiladas, but pretty easy to do. I might omit the jalapenos next time and just sprinkle on chili powder or something as personal preference"
neutral,I think a nice addition to this recipe would be buttermilk powder.This is better than storebought which is full of salt and MSG
neutral,"I'd love to give this a higher rating, but it was way sweeter than I had anticipated. I enjoyed the flavor combination, but found there was a bit too much sauce. Next time I'd definitely add double the bok choy, hopefully thatd even things out."
neutral,"DH and I thought this was okay.Nothing spectacular, but it was a nice change from the usual ho-hum canned corn. Thanks for posting!"
neutral,I used this marinade on some ribeyes that I grilled for dinner.I marinated them for about 8 hours.DH and I thought this marinade was just okay.It wasn't bad but it didn't blow us away either.I may use it again.Thanks for posting!
neutral,Tasty meatloaf. Mine fell apart after slicing it.We liked the flavour and added parmesan cheese.Made for Pac Fall 2009
neutral,"I have all of Ina's books and adore them.I have made many of her recipes which are ""special"", however in this case, even though it looked stunning I found it to be far to coffeeish.Now I make a dynamite brownie recipe using coffee and it just brings out the chocolate, this is far too much.You really notice it.Linda"
neutral,"These were OK, but too difficult to work with.They break apart easily, burn too fast and aren't as fluffy as I was expecting.I don't think I'd bother with this recipe again.The flavor is good, but the texture isn't great."
neutral,"I was about to post this recipe for safekeeping as I found it in a book entitled ""Historic Virginia Inns: A Cook's Tour"" (1986). It was accredited to the Williamsburg Inn. I haven't made these yet but I definitely plan to! Thanks for saving me the trouble of inputting! UPDATE: I made these and I'm not as impressed as I want to be. Followed the recipe with the exception of the cinnamon sugar on top (timing issue). They did come out flat as others posted but the flavor was only alright. Kinda bland. Don't know why since everyone else's came out so flavorful. Maybe it was the brand of sweet potatoes I used"
