Rating,Review
positive,"A well deserved 5 stars for a satisfying comfort food meal! This was like a pumped up and seasoned version of shephard's pie.I reduced the recipe by half and still ended up with six generous servings.I did make a few changes to utilize what I had on hand starting with lean ground pork instead of the cubes.Iused 1 can of black beans instead of using two half cans, had to substitute velvetta for half of the cheddar, and included the optional italian seasoning.The filling was well seasoned without being too spicy encased with creamy cheese and then topped by roasted garlic potatoes. I appreciated the finishing touch of the onion flakes. They browned and were little crispy bits on the top.All diner's were happy and gave it a thumb's up.Thank you for your entry and good luck!"
positive,"This was a delicious fall treat! I did have to tweak a few ingredients, but like it you said it would, the bread still came out great. I used 2 small granny smith apples, gluten free flour, 1 c. brown sugar, a full teaspoon of vanilla, egg beaters, melted butter, and dried cranberries. The result was very moist with a fabulously crunchy top and the perfect balance of tangy and sweet. Thank you for posting!"
neutral,"Pretty good.The flavours were not bad, but we all thought it was missing a little 'zing' and maybe some chopped jalapeno to take it on a tex-mex journey, or a dash of curry to go in another direction, would have really added some nice spice.I think, also, the beans would have been easier to handle in a dip if they had been coarsely fork-mashed, just enough to show they're still beans, but also to blend them into the tuna dip part better."
neutral,"I'm in a bad place about reviewing this recipe - it tasted fine - not a 5-star, but it could have been a 4-star (although it really needed fewer olives, but that's adjustable, as they're added at the end).My problem is with the instructions.It's not just the way they appear oddly (and hopefully, after the contest ends, some serious editing will clean this up), it's the fact that the recipe completely neglects to mention at what point the beans and rice are added, and if they're added together or not?I winged it and, as I said, dinner was fine, but this is by no means a 'perfect' recipe, and I have to take this into consideration so as not to shortchange another recipe that tastes just as good, but is written better."
neutral,"This was a hit and a missdue to the vinegarey flavor.One liked the sweet/ tart contrast, but other diners were less impressed. The only change made to the recipe was to use brown sugar Splenda. I was excited over how well the kidney beans worked for this.I hadn't used them before for baked beans and was pleased by how they softened and absorbed the flavors.I also liked the hint of heat from the jalapeno.Thank you for your entry!"
neutral,"I loved how creative and healthy this recipe was. I followed the directions exactly, but still had a hard time getting the cakes to stay together. I liked the sesame taste but overall found the cakes to be a bit dry. The sauce was nice. Thank you for being creative with your recipe creation. "
neutral,"This is pretty good, a little on the bland side but could be spiced up a bit, definitely needs salt.Will probably make again with more spices, it's cheap, easy and good for you too!"
neutral,"Great idea and the beans worked well, but just to strong on the vinegar."
neutral,"This was ok. I always love trying crock pot recipes because they are so easy, but I don't think I will be making this again. Thanks for the idea!"
neutral,This was just okay for me.I stirred in a little Thai red curry paste and liked it better.I also thickened it and used it as a sauce on pork!
neutral,"This came out pretty well.Perhaps it was missing something, but I don't know what."
neutral,"I did think the ingredients were unusual, but I liked them all.It didn't quite work as a final product, however.I did not like the tuna with the beans.The flavor definitely improved after letting the dip sit for a while and mature."
neutral,"This was ok, but not as flavorful as I'd hoped. I think there are too many tomatoes for my taste. I added some taco seasoning and chili beans to see if that would help, but it still wasn't as good as tortilla soup I've had before."
neutral,Made this today as a side dish to go with our baked chicken. Not a favorite. I felt it was a little on the dry side. I did add some can milk and velveeta cheese to try to add more of a creamier texture. Good taste just not a favorite.
neutral,This was OK for us. Hubby did not like the way the beer tasted in the meat (and he loves beer). I used Budweiser as that is what he drinks but he did not like it. I was the only one that would eat it.
neutral,"It was too spicy for our tastes, and we normally like stuff with just a little kick.Also, I added garlic powder, Knorr beef bouillon, and other spices to give it more flavor."
neutral,"I never had it at Outback but it def didn't do it for me. It wasn't bad, It just wasn't for me, the cheese mushroom and bacon was okay but the honey mustard and seasonall chicken was a no go. I think this is a dish of personal taste. Part of me feels that I should never order this from Outback because now I know I wouldn't like it but my other half is saying, give it a try, see what all these people are raving about."
neutral,"These were easy to make and they stayed together once cut up so they were good for packed lunches for the kids.The downside was that they were too dry.Some other reviewers have suggested adding things like apple sauce so while I think I will make them again, I will experiment more with cinnamon and perhaps apple juice.With the next batch, I'm going to swap apricot for apple and sultanas and see how that goes, but basically it's a good recipe - just needs a bit of tweaking."
neutral,I didn't enjoy it as much as I thought.It was too sweet.I may try with more tequila another time.Thanks Gailanng Made for the Australian Recipe swap for November 2010
neutral,"I gave these 3 stars, not because they aren't good, but because they were just OK. I took them to a church event and there was an overwhelming consensus that they all preferred the classic chocolate chip cookie without the instant pudding. I think that the cookie is good, but because it's different than what most are used to, it can disappoint when people are expecting the classic."
neutral,"Either I'm doing something wrong or everyone else is crazy. I made this last night and it didn't taste anything like Olive Garden's. It was pretty good, but definitely not the same. A tip for the expensive Fontina cheese: I found it in our deli at Publix (but not at Wal Mart) and got a slice (I think the thickness was ""3"" but I don't know anything about that stuff) which was about 3 tablespoons worth. It cost me 70 cents. Like I said, not bad, but certainly not like Olive Garden's."
neutral,"Not a bad quick meal, but not what I would normally call beef stroganoff"
