Rating,Review
neutral,"This was okay for us but didn't knock our socks off.I used 3 large boneless pork chops and only had seasoned bread crumbs available.I thought the amounts (1/2 Tablespoon and 1 Tablespoon) of salt and pepper, respectively, might be typos so I cut it back to about 1/2-3/4 teaspoon each.I marinated the chops overnight, then breaded and baked.It's a very simple dish and I liked how quickly it came together, but the end result was too eggie-tasting.I wish I had not poured the remaining egg mixture over the meat before baking.I think maybe some butter would have browned the crumbs nicely, but without the scrambled egg flavor.Thanks for sharing, Amy.I may try this again with the chicken and some small tweaks.Made for Spring 2010 Pick A Chef.You've been adopted! http://www.recipezaar.com/bb/viewtopic.zsp?t=327498andpostdays=0andpostorder=ascandstart=0"
neutral,"My husband and I thought this was going to be a go-to meal for us.But I just didn't care for it.I think mostly because I'm not a fresh tomato kind of person.He is, but I'm definitely not.I was sad that I didn't care for this as much as everyone else did.Thanks for posting it!"
neutral,"This recipe took me several tweaks before I was happy with it.I don't know if it was because I used fresh lemon extract (purchased only for this recipe), but the lemon was overpowering.I omitted it altogether.Also, place an oven proof bowl with water in the oven while baking/cooling the cupcakes.This will keep them from looking like shriveled up stuff in a cupcake wrapper.Other than that, very moist."
neutral,"This has a lot of potential, but tastes a little too much like cream of chicken soup.I think next time I will reduce to one can of soup and up to 8 oz of cream cheese.I would probably add more chillis too.Overall, a good starter recipe.I will try again with variations.Reviewed for spring PAC 2010."
neutral,"These were good, but I though the sauce was a little bland.I will try the meatballs again with a different sauce.Reviewed for Spring PAC 2010."
neutral,I find it to be pretty standard roasted veggies.Next time I would replace some oil with water and cover so that it steams up better.
neutral,These were okay. The sauce was a little overpowering.
neutral,"I could never get this to work quite right for me. The center always remained gooey and the edges always got hard, even after trying multiple cooking times/powers. The part that did come out was acceptable though and a welcome change for breakfast besides regular eggs."
neutral,"DD here, and I hate to be a Simon. But this recipe is just too thin. I practically froze it, and was very patient, but I couldn't get it past the soup stage. I see you have commented that you should use less cream if you want it to be like frosting... however, ganache, in it's normal state SHOULD be like frosting, sooo... kind of a fail there. Despite that, it tastes pretty good. I'll probably jar it and use it as chocolate syrup."
neutral,"Very tasty. Substituted Chicken Broth for Water for extra depth of flavor. I think it would be better with Tofu added.On further reflection, I've decided to take away one star. Some modifications would take this recipe up to four stars."
neutral,This was tasty but was essentially blueberries with some crumble scattered on top.I think this could easily be corrected by reducing the amount of blueberries and using a smaller baking dish.I used frozen wild blueberries and made exactly as posted.Made for Spring PAC 2010.
neutral,"I didn't have a wild boar ham but my cheapy ham was very salty.I basted with the cream soda throughout the cooking time and it came out lovely.We prefer a ham that tastes like, well, HAM! The overly sweet or smokey ones just don't cut it with us.This recipe added just the right sweetness and flavor."
neutral,"My daughter and I thought we'd try this quick dessert since we had everything for it.Unfortunatley, it was a disappointing result.Maybe it would be better with a more tart fruit, but there didn't seem to be any contrast between the fruit and the sweet batter.Just kind of bland somehow.Sorry!"
neutral,"Good ""starter"" recipe.We like our chowders thicker so I added a cornstarch slurry toward the end (with the milk).We also find that the corn overpowers most soups, even a corn chowder, so we put that in last and cook just long enough to heat through.I also added 2 more large potatoes as we had extras show up for dinner. (I was actually doubling it already so I used a total of 8 potatoes)Served garnished with chives and Tapatio red pepper sauce along with a basket of hot sourdough bread and butter.Good dinner.[I am stingy with my stars.I only gave 3 stars because this wasn't spectacular as posted; needed just a bit of adjustments.However, that doesn't mean it lacks something... it is a good start that each household can customize or serve as is.]"
neutral,"I'm sorry Pixie, but I guess I'm the black sheep when it comes to reviewing this salad.We found the vinegar far too overpowering.I even added a touch of sugar to tone it down some, but it didn't help much.Honoured to make this as a ""Thank You"" for voting for Lawrencetown, Nova Scotia in the 2010 Kraft Hockeyville Competition."
neutral,"I can't really post accurate stars because I didn't stick to the recipe.I had no chutney so I used raspberry jam.We don't have pickled onions (at least, generally at the market) around here so I used the onions fished out of the bread-n-butter pickles. And finally, our ham was not shaved thinly.However, after saying all that, these came out pretty darn good tasting and I will continue to experiment.Also, thanks for giving this American a name for stuff that comes out of the sandwich maker - it isn't quite grilled, or toasted, or panini-ed - what the heck could I call it that sounded interesting but not made up? No I will tell the kids ""Your jaffles are ready!"" and see what they say."
neutral,"I made this ahead of time and let it refrigerate overnight.This was just okay; I guess I prefer appetizers that are savory instead of sweet.I used the leftovers as a spread on bagels for breakfast, which I preferred more."
